facility_id,property_id,value
fvm-202198,excludes-stop,door-dwnxg-winter
fvm-202198,excludes-stop,door-dwnxg-franklin
fvm-201281,payment-form-accepted,credit-debit-card
fvm-201281,enclosed,1
fvm-201281,payment-form-accepted,cash
fvm-201282,payment-form-accepted,credit-debit-card
fvm-201282,enclosed,1
fvm-201282,payment-form-accepted,cash
fvm-201333,payment-form-accepted,credit-debit-card
fvm-201333,enclosed,1
fvm-201333,payment-form-accepted,cash
fvm-201334,payment-form-accepted,credit-debit-card
fvm-201334,enclosed,1
fvm-201334,payment-form-accepted,cash
fvm-201335,payment-form-accepted,credit-debit-card
fvm-201335,enclosed,1
fvm-201335,payment-form-accepted,cash
fvm-202177,payment-form-accepted,credit-debit-card
fvm-202177,enclosed,1
fvm-201273,payment-form-accepted,credit-debit-card
fvm-201273,enclosed,1
fvm-201273,payment-form-accepted,cash
fvm-201274,payment-form-accepted,credit-debit-card
fvm-201274,enclosed,1
fvm-201274,payment-form-accepted,cash
fvm-201252,payment-form-accepted,credit-debit-card
fvm-201252,enclosed,1
fvm-201252,payment-form-accepted,cash
fvm-201253,payment-form-accepted,credit-debit-card
fvm-201253,enclosed,1
fvm-201253,payment-form-accepted,cash
fvm-201176,payment-form-accepted,credit-debit-card
fvm-201176,enclosed,1
fvm-201176,payment-form-accepted,cash
fvm-201177,payment-form-accepted,credit-debit-card
fvm-201177,enclosed,1
fvm-201177,payment-form-accepted,cash
fvm-201341,payment-form-accepted,credit-debit-card
fvm-201341,enclosed,1
fvm-201341,payment-form-accepted,cash
fvm-201342,payment-form-accepted,credit-debit-card
fvm-201342,enclosed,1
fvm-201342,payment-form-accepted,cash
fvm-202120,payment-form-accepted,credit-debit-card
fvm-202120,enclosed,1
fvm-202121,payment-form-accepted,credit-debit-card
fvm-202121,enclosed,1
fvm-201099,payment-form-accepted,credit-debit-card
fvm-201099,enclosed,1
fvm-201099,payment-form-accepted,cash
fvm-201099,excludes-stop,door-forhl-exit
fvm-201100,payment-form-accepted,credit-debit-card
fvm-201100,enclosed,1
fvm-201100,payment-form-accepted,cash
fvm-201100,excludes-stop,door-forhl-exit
fvm-201101,payment-form-accepted,credit-debit-card
fvm-201101,enclosed,1
fvm-201101,payment-form-accepted,cash
fvm-201101,excludes-stop,door-forhl-exit
fvm-201102,payment-form-accepted,credit-debit-card
fvm-201102,enclosed,1
fvm-201102,payment-form-accepted,cash
fvm-201102,excludes-stop,door-forhl-exit
fvm-201103,payment-form-accepted,credit-debit-card
fvm-201103,enclosed,1
fvm-201103,payment-form-accepted,cash
fvm-201103,excludes-stop,door-forhl-exit
fvm-201104,payment-form-accepted,credit-debit-card
fvm-201104,enclosed,1
fvm-201104,payment-form-accepted,cash
fvm-201104,excludes-stop,door-forhl-exit
fvm-201105,payment-form-accepted,credit-debit-card
fvm-201105,enclosed,1
fvm-201105,payment-form-accepted,cash
fvm-201105,excludes-stop,door-forhl-exit
fvm-201311,payment-form-accepted,credit-debit-card
fvm-201311,enclosed,1
fvm-201311,payment-form-accepted,cash
fvm-201311,excludes-stop,door-forhl-exit
fvm-201312,payment-form-accepted,credit-debit-card
fvm-201312,enclosed,1
fvm-201312,payment-form-accepted,cash
fvm-201312,excludes-stop,door-forhl-exit
fvm-201313,payment-form-accepted,credit-debit-card
fvm-201313,enclosed,1
fvm-201313,payment-form-accepted,cash
fvm-201313,excludes-stop,door-forhl-exit
fvm-201314,payment-form-accepted,credit-debit-card
fvm-201314,enclosed,1
fvm-201314,payment-form-accepted,cash
fvm-201314,excludes-stop,door-forhl-exit
fvm-201380,payment-form-accepted,credit-debit-card
fvm-201380,enclosed,1
fvm-201380,payment-form-accepted,cash
fvm-201380,excludes-stop,door-forhl-exit
fvm-201381,payment-form-accepted,credit-debit-card
fvm-201381,enclosed,1
fvm-201381,payment-form-accepted,cash
fvm-201381,excludes-stop,door-forhl-exit
fvm-201382,payment-form-accepted,credit-debit-card
fvm-201382,enclosed,1
fvm-201382,payment-form-accepted,cash
fvm-201382,excludes-stop,door-forhl-exit
fvm-202070,payment-form-accepted,credit-debit-card
fvm-202070,enclosed,1
fvm-202070,excludes-stop,door-forhl-exit
fvm-202071,payment-form-accepted,credit-debit-card
fvm-202071,enclosed,1
fvm-202071,excludes-stop,door-forhl-exit
fvm-202072,payment-form-accepted,credit-debit-card
fvm-202072,enclosed,1
fvm-202072,excludes-stop,door-forhl-exit
fvm-202073,payment-form-accepted,credit-debit-card
fvm-202073,enclosed,1
fvm-202073,excludes-stop,door-forhl-exit
fvm-202074,payment-form-accepted,credit-debit-card
fvm-202074,enclosed,1
fvm-202074,excludes-stop,door-forhl-exit
fvm-201235,payment-form-accepted,credit-debit-card
fvm-201235,enclosed,1
fvm-201235,payment-form-accepted,cash
fvm-201236,payment-form-accepted,credit-debit-card
fvm-201236,enclosed,1
fvm-201236,payment-form-accepted,cash
fvm-201237,payment-form-accepted,credit-debit-card
fvm-201237,enclosed,1
fvm-201237,payment-form-accepted,cash
fvm-201238,payment-form-accepted,credit-debit-card
fvm-201238,enclosed,1
fvm-201238,payment-form-accepted,cash
fvm-202165,payment-form-accepted,credit-debit-card
fvm-202165,enclosed,1
fvm-202166,payment-form-accepted,credit-debit-card
fvm-202166,enclosed,1
fvm-202167,payment-form-accepted,credit-debit-card
fvm-202167,enclosed,1
fvm-202168,payment-form-accepted,credit-debit-card
fvm-202168,enclosed,1
fvm-202169,payment-form-accepted,credit-debit-card
fvm-202169,enclosed,1
fvm-201097,payment-form-accepted,credit-debit-card
fvm-201097,enclosed,1
fvm-201097,payment-form-accepted,cash
fvm-201098,payment-form-accepted,credit-debit-card
fvm-201098,enclosed,1
fvm-201098,payment-form-accepted,cash
fvm-202068,payment-form-accepted,credit-debit-card
fvm-202068,enclosed,1
fvm-202069,payment-form-accepted,credit-debit-card
fvm-202069,enclosed,1
fvm-201127,payment-form-accepted,credit-debit-card
fvm-201127,enclosed,1
fvm-201127,payment-form-accepted,cash
fvm-201127,excludes-stop,door-harsq-church
fvm-201127,excludes-stop,door-harsq-yard
fvm-201128,payment-form-accepted,credit-debit-card
fvm-201128,enclosed,1
fvm-201128,payment-form-accepted,cash
fvm-201128,excludes-stop,door-harsq-church
fvm-201128,excludes-stop,door-harsq-yard
fvm-201129,payment-form-accepted,credit-debit-card
fvm-201129,enclosed,1
fvm-201129,payment-form-accepted,cash
fvm-201129,excludes-stop,door-harsq-church
fvm-201129,excludes-stop,door-harsq-yard
fvm-201130,payment-form-accepted,credit-debit-card
fvm-201130,enclosed,1
fvm-201130,payment-form-accepted,cash
fvm-201130,excludes-stop,door-harsq-church
fvm-201130,excludes-stop,door-harsq-yard
fvm-201131,payment-form-accepted,credit-debit-card
fvm-201131,enclosed,1
fvm-201131,payment-form-accepted,cash
fvm-201131,excludes-stop,door-harsq-church
fvm-201131,excludes-stop,door-harsq-yard
fvm-201132,payment-form-accepted,credit-debit-card
fvm-201132,enclosed,1
fvm-201132,payment-form-accepted,cash
fvm-201132,excludes-stop,door-harsq-square
fvm-201132,excludes-stop,door-harsq-brattle
fvm-201133,payment-form-accepted,credit-debit-card
fvm-201133,enclosed,1
fvm-201133,payment-form-accepted,cash
fvm-201133,excludes-stop,door-harsq-square
fvm-201133,excludes-stop,door-harsq-brattle
fvm-202087,payment-form-accepted,credit-debit-card
fvm-202087,enclosed,1
fvm-202087,excludes-stop,door-harsq-church
fvm-202087,excludes-stop,door-harsq-yard
fvm-202088,payment-form-accepted,credit-debit-card
fvm-202088,enclosed,1
fvm-202088,excludes-stop,door-harsq-church
fvm-202088,excludes-stop,door-harsq-yard
fvm-202089,payment-form-accepted,credit-debit-card
fvm-202089,enclosed,1
fvm-202089,excludes-stop,door-harsq-church
fvm-202089,excludes-stop,door-harsq-yard
fvm-202090,payment-form-accepted,credit-debit-card
fvm-202090,enclosed,1
fvm-202090,excludes-stop,door-harsq-church
fvm-202090,excludes-stop,door-harsq-yard
fvm-202091,payment-form-accepted,credit-debit-card
fvm-202091,enclosed,1
fvm-202091,excludes-stop,door-harsq-square
fvm-202091,excludes-stop,door-harsq-brattle
fvm-202092,payment-form-accepted,credit-debit-card
fvm-202092,enclosed,1
fvm-202092,excludes-stop,door-harsq-square
fvm-202092,excludes-stop,door-harsq-brattle
fvm-201048,payment-form-accepted,credit-debit-card
fvm-201048,enclosed,1
fvm-201048,payment-form-accepted,cash
fvm-201048,excludes-stop,door-haym-busway
fvm-201049,payment-form-accepted,credit-debit-card
fvm-201049,enclosed,1
fvm-201049,payment-form-accepted,cash
fvm-201049,excludes-stop,door-haym-busway
fvm-201209,payment-form-accepted,credit-debit-card
fvm-201209,enclosed,1
fvm-201209,payment-form-accepted,cash
fvm-201209,excludes-stop,door-haym-congress
fvm-201210,payment-form-accepted,credit-debit-card
fvm-201210,enclosed,1
fvm-201210,payment-form-accepted,cash
fvm-201210,excludes-stop,door-haym-congress
fvm-201211,payment-form-accepted,credit-debit-card
fvm-201211,enclosed,1
fvm-201211,payment-form-accepted,cash
fvm-201211,excludes-stop,door-haym-congress
fvm-201315,payment-form-accepted,credit-debit-card
fvm-201315,enclosed,1
fvm-201315,payment-form-accepted,cash
fvm-201315,excludes-stop,door-haym-busway
fvm-202035,payment-form-accepted,credit-debit-card
fvm-202035,enclosed,1
fvm-202035,excludes-stop,door-haym-busway
fvm-202147,payment-form-accepted,credit-debit-card
fvm-202147,enclosed,1
fvm-202147,excludes-stop,door-haym-congress
fvm-202148,payment-form-accepted,credit-debit-card
fvm-202148,enclosed,1
fvm-202148,excludes-stop,door-haym-congress
fvm-202149,payment-form-accepted,credit-debit-card
fvm-202149,enclosed,1
fvm-202149,excludes-stop,door-haym-congress
fvm-201225,payment-form-accepted,credit-debit-card
fvm-201225,enclosed,1
fvm-201225,payment-form-accepted,cash
fvm-201225,excludes-stop,door-hymnl-newbury
fvm-201226,payment-form-accepted,credit-debit-card
fvm-201226,enclosed,1
fvm-201226,payment-form-accepted,cash
fvm-201226,excludes-stop,door-hymnl-newbury
fvm-201227,payment-form-accepted,credit-debit-card
fvm-201227,enclosed,1
fvm-201227,payment-form-accepted,cash
fvm-201227,excludes-stop,door-hymnl-newbury
fvm-202158,payment-form-accepted,credit-debit-card
fvm-202158,enclosed,1
fvm-202158,excludes-stop,door-hymnl-newbury
fvm-202159,payment-form-accepted,credit-debit-card
fvm-202159,enclosed,1
fvm-202159,excludes-stop,door-hymnl-newbury
fvm-202160,payment-form-accepted,credit-debit-card
fvm-202160,enclosed,1
fvm-202160,excludes-stop,door-hymnl-newbury
fvm-201090,payment-form-accepted,credit-debit-card
fvm-201090,enclosed,1
fvm-201090,payment-form-accepted,cash
fvm-201091,payment-form-accepted,credit-debit-card
fvm-201091,enclosed,1
fvm-201091,payment-form-accepted,cash
fvm-201092,payment-form-accepted,credit-debit-card
fvm-201092,enclosed,1
fvm-201092,payment-form-accepted,cash
fvm-201093,payment-form-accepted,credit-debit-card
fvm-201093,enclosed,1
fvm-201093,payment-form-accepted,cash
fvm-202065,payment-form-accepted,credit-debit-card
fvm-202065,enclosed,1
fvm-202066,payment-form-accepted,credit-debit-card
fvm-202066,enclosed,1
fvm-201148,payment-form-accepted,credit-debit-card
fvm-201148,enclosed,1
fvm-201148,payment-form-accepted,cash
fvm-201148,excludes-stop,door-jfk-sydneys
fvm-201148,excludes-stop,door-jfk-sydneyn
fvm-201170,payment-form-accepted,credit-debit-card
fvm-201170,enclosed,1
fvm-201170,payment-form-accepted,cash
fvm-201170,excludes-stop,door-jfk-sydneys
fvm-201170,excludes-stop,door-jfk-sydneyn
fvm-201171,payment-form-accepted,credit-debit-card
fvm-201171,enclosed,1
fvm-201171,payment-form-accepted,cash
fvm-201171,excludes-stop,door-jfk-sydneys
fvm-201171,excludes-stop,door-jfk-sydneyn
fvm-201172,payment-form-accepted,credit-debit-card
fvm-201172,enclosed,1
fvm-201172,payment-form-accepted,cash
fvm-201172,excludes-stop,door-jfk-sydneys
fvm-201172,excludes-stop,door-jfk-sydneyn
fvm-202118,payment-form-accepted,credit-debit-card
fvm-202118,enclosed,1
fvm-202118,excludes-stop,door-jfk-sydneys
fvm-202118,excludes-stop,door-jfk-sydneyn
fvm-201142,payment-form-accepted,credit-debit-card
fvm-201142,enclosed,1
fvm-201142,payment-form-accepted,cash
fvm-201142,excludes-stop,door-knncl-sbsecond
fvm-201142,excludes-stop,door-knncl-nbsecond
fvm-201142,excludes-stop,door-knncl-sbmain
fvm-201143,payment-form-accepted,credit-debit-card
fvm-201143,enclosed,1
fvm-201143,payment-form-accepted,cash
fvm-201143,excludes-stop,door-knncl-sbsecond
fvm-201143,excludes-stop,door-knncl-nbsecond
fvm-201143,excludes-stop,door-knncl-sbmain
fvm-201144,payment-form-accepted,credit-debit-card
fvm-201144,enclosed,1
fvm-201144,payment-form-accepted,cash
fvm-201144,excludes-stop,door-knncl-sbsecond
fvm-201144,excludes-stop,door-knncl-nbsecond
fvm-201144,excludes-stop,door-knncl-sbmain
fvm-201145,payment-form-accepted,credit-debit-card
fvm-201145,enclosed,1
fvm-201145,payment-form-accepted,cash
fvm-201145,excludes-stop,door-knncl-sbsecond
fvm-201145,excludes-stop,door-knncl-nbsecond
fvm-201145,excludes-stop,door-knncl-nbmain
fvm-201146,payment-form-accepted,credit-debit-card
fvm-201146,enclosed,1
fvm-201146,payment-form-accepted,cash
fvm-201146,excludes-stop,door-knncl-sbsecond
fvm-201146,excludes-stop,door-knncl-nbsecond
fvm-201146,excludes-stop,door-knncl-nbmain
fvm-201147,payment-form-accepted,credit-debit-card
fvm-201147,enclosed,1
fvm-201147,payment-form-accepted,cash
fvm-201147,excludes-stop,door-knncl-sbsecond
fvm-201147,excludes-stop,door-knncl-nbsecond
fvm-201147,excludes-stop,door-knncl-nbmain
fvm-202100,payment-form-accepted,credit-debit-card
fvm-202100,enclosed,1
fvm-202100,excludes-stop,door-knncl-sbsecond
fvm-202100,excludes-stop,door-knncl-nbsecond
fvm-202100,excludes-stop,door-knncl-sbmain
fvm-202101,payment-form-accepted,credit-debit-card
fvm-202101,enclosed,1
fvm-202101,excludes-stop,door-knncl-sbsecond
fvm-202101,excludes-stop,door-knncl-nbsecond
fvm-202102,payment-form-accepted,credit-debit-card
fvm-202102,enclosed,1
fvm-202102,excludes-stop,door-knncl-sbsecond
fvm-202102,excludes-stop,door-knncl-nbsecond
fvm-202102,excludes-stop,door-knncl-nbmain
fvm-202103,payment-form-accepted,credit-debit-card
fvm-202103,enclosed,1
fvm-202103,excludes-stop,door-knncl-sbsecond
fvm-202103,excludes-stop,door-knncl-nbsecond
fvm-202104,payment-form-accepted,credit-debit-card
fvm-202104,enclosed,1
fvm-202104,excludes-stop,door-knncl-sbsecond
fvm-202104,excludes-stop,door-knncl-nbsecond
fvm-202105,payment-form-accepted,credit-debit-card
fvm-202105,enclosed,1
fvm-202105,excludes-stop,door-knncl-sbsecond
fvm-202105,excludes-stop,door-knncl-nbsecond
fvm-201247,payment-form-accepted,credit-debit-card
fvm-201247,enclosed,1
fvm-201247,payment-form-accepted,cash
fvm-201248,payment-form-accepted,credit-debit-card
fvm-201248,enclosed,1
fvm-201248,payment-form-accepted,cash
fvm-201249,payment-form-accepted,credit-debit-card
fvm-201249,enclosed,1
fvm-201249,payment-form-accepted,cash
fvm-201250,payment-form-accepted,credit-debit-card
fvm-201250,enclosed,1
fvm-201250,payment-form-accepted,cash
fvm-201251,payment-form-accepted,credit-debit-card
fvm-201251,enclosed,1
fvm-201251,payment-form-accepted,cash
fvm-201337,payment-form-accepted,credit-debit-card
fvm-201337,enclosed,1
fvm-201337,payment-form-accepted,cash
fvm-202175,payment-form-accepted,credit-debit-card
fvm-202175,enclosed,1
fvm-202176,payment-form-accepted,credit-debit-card
fvm-202176,enclosed,1
fvm-201203,payment-form-accepted,credit-debit-card
fvm-201203,enclosed,1
fvm-201203,payment-form-accepted,cash
fvm-201203,excludes-stop,door-lech-exit
fvm-201204,payment-form-accepted,credit-debit-card
fvm-201204,enclosed,1
fvm-201204,payment-form-accepted,cash
fvm-201204,excludes-stop,door-lech-exit
fvm-201205,payment-form-accepted,credit-debit-card
fvm-201205,enclosed,1
fvm-201205,payment-form-accepted,cash
fvm-201205,excludes-stop,door-lech-exit
fvm-201324,payment-form-accepted,credit-debit-card
fvm-201324,enclosed,1
fvm-201324,payment-form-accepted,cash
fvm-201325,payment-form-accepted,credit-debit-card
fvm-201325,enclosed,1
fvm-201325,payment-form-accepted,cash
fvm-201326,payment-form-accepted,credit-debit-card
fvm-201326,enclosed,1
fvm-201326,payment-form-accepted,cash
fvm-201327,payment-form-accepted,credit-debit-card
fvm-201327,enclosed,1
fvm-201327,payment-form-accepted,cash
fvm-201328,payment-form-accepted,credit-debit-card
fvm-201328,enclosed,1
fvm-201328,payment-form-accepted,cash
fvm-201329,payment-form-accepted,credit-debit-card
fvm-201329,enclosed,1
fvm-201329,payment-form-accepted,cash
fvm-201330,payment-form-accepted,credit-debit-card
fvm-201330,enclosed,1
fvm-201330,payment-form-accepted,cash
fvm-202181,payment-form-accepted,credit-debit-card
fvm-202181,enclosed,1
fvm-202182,payment-form-accepted,credit-debit-card
fvm-202182,enclosed,1
fvm-202183,payment-form-accepted,credit-debit-card
fvm-202183,enclosed,1
fvm-202184,payment-form-accepted,credit-debit-card
fvm-202184,enclosed,1
fvm-202185,payment-form-accepted,credit-debit-card
fvm-202185,enclosed,1
fvm-202186,payment-form-accepted,credit-debit-card
fvm-202186,enclosed,1
fvm-201254,payment-form-accepted,credit-debit-card
fvm-201254,enclosed,1
fvm-201254,payment-form-accepted,cash
fvm-201255,payment-form-accepted,credit-debit-card
fvm-201255,enclosed,1
fvm-201255,payment-form-accepted,cash
fvm-201256,payment-form-accepted,credit-debit-card
fvm-201256,enclosed,1
fvm-201256,payment-form-accepted,cash
fvm-201028,payment-form-accepted,credit-debit-card
fvm-201028,enclosed,1
fvm-201028,payment-form-accepted,cash
fvm-201029,payment-form-accepted,credit-debit-card
fvm-201029,enclosed,1
fvm-201029,payment-form-accepted,cash
fvm-201030,payment-form-accepted,credit-debit-card
fvm-201030,enclosed,1
fvm-201030,payment-form-accepted,cash
fvm-201052,payment-form-accepted,credit-debit-card
fvm-201052,enclosed,1
fvm-201052,payment-form-accepted,cash
fvm-201055,payment-form-accepted,credit-debit-card
fvm-201055,enclosed,1
fvm-201055,payment-form-accepted,cash
fvm-202018,payment-form-accepted,credit-debit-card
fvm-202018,enclosed,1
fvm-201081,payment-form-accepted,credit-debit-card
fvm-201081,enclosed,1
fvm-201081,payment-form-accepted,cash
fvm-201081,excludes-stop,door-masta-camden
fvm-201082,payment-form-accepted,credit-debit-card
fvm-201082,enclosed,1
fvm-201082,payment-form-accepted,cash
fvm-201082,excludes-stop,door-masta-camden
fvm-202060,payment-form-accepted,credit-debit-card
fvm-202060,enclosed,1
fvm-202060,excludes-stop,door-masta-camden
fvm-202061,payment-form-accepted,credit-debit-card
fvm-202061,enclosed,1
fvm-202061,excludes-stop,door-masta-camden
fvm-201336,payment-form-accepted,credit-debit-card
fvm-201336,enclosed,1
fvm-201336,payment-form-accepted,cash
fvm-202188,payment-form-accepted,credit-debit-card
fvm-202188,enclosed,1
fvm-201339,payment-form-accepted,credit-debit-card
fvm-201339,enclosed,1
fvm-201339,payment-form-accepted,cash
fvm-201339,excludes-stop,door-mvbcl-lewis
fvm-201340,payment-form-accepted,credit-debit-card
fvm-201340,enclosed,1
fvm-201340,payment-form-accepted,cash
fvm-201340,excludes-stop,door-mvbcl-square
fvm-201360,payment-form-accepted,credit-debit-card
fvm-201360,enclosed,1
fvm-201360,payment-form-accepted,cash
fvm-201360,excludes-stop,door-mvbcl-lewis
fvm-201361,payment-form-accepted,credit-debit-card
fvm-201361,enclosed,1
fvm-201361,payment-form-accepted,cash
fvm-201361,excludes-stop,door-mvbcl-lewis
fvm-202189,payment-form-accepted,credit-debit-card
fvm-202189,enclosed,1
fvm-202189,excludes-stop,door-mvbcl-lewis
fvm-202190,payment-form-accepted,credit-debit-card
fvm-202190,enclosed,1
fvm-202190,excludes-stop,door-mvbcl-square
fvm-202191,payment-form-accepted,credit-debit-card
fvm-202191,enclosed,1
fvm-202191,excludes-stop,door-mvbcl-lewis
fvm-202208,payment-form-accepted,credit-debit-card
fvm-202208,enclosed,1
fvm-202208,excludes-stop,door-mvbcl-lewis
fvm-201269,payment-form-accepted,credit-debit-card
fvm-201269,enclosed,1
fvm-201269,payment-form-accepted,cash
fvm-201270,payment-form-accepted,credit-debit-card
fvm-201270,enclosed,1
fvm-201270,payment-form-accepted,cash
fvm-201271,payment-form-accepted,credit-debit-card
fvm-201271,enclosed,1
fvm-201271,payment-form-accepted,cash
fvm-201272,payment-form-accepted,credit-debit-card
fvm-201272,enclosed,1
fvm-201272,payment-form-accepted,cash
fvm-201184,payment-form-accepted,credit-debit-card
fvm-201184,enclosed,1
fvm-201184,payment-form-accepted,cash
fvm-201184,excludes-stop,door-nqncy-squantum
fvm-201185,payment-form-accepted,credit-debit-card
fvm-201185,enclosed,1
fvm-201185,payment-form-accepted,cash
fvm-201185,excludes-stop,door-nqncy-squantum
fvm-201186,payment-form-accepted,credit-debit-card
fvm-201186,enclosed,1
fvm-201186,payment-form-accepted,cash
fvm-201186,excludes-stop,door-nqncy-hancock
fvm-201186,excludes-stop,door-nqncy-newport
fvm-201187,payment-form-accepted,credit-debit-card
fvm-201187,enclosed,1
fvm-201187,payment-form-accepted,cash
fvm-201187,excludes-stop,door-nqncy-hancock
fvm-201187,excludes-stop,door-nqncy-newport
fvm-201308,payment-form-accepted,credit-debit-card
fvm-201308,enclosed,1
fvm-201308,payment-form-accepted,cash
fvm-201308,excludes-stop,door-nqncy-squantum
fvm-201309,payment-form-accepted,credit-debit-card
fvm-201309,enclosed,1
fvm-201309,payment-form-accepted,cash
fvm-201309,excludes-stop,door-nqncy-squantum
fvm-201310,payment-form-accepted,credit-debit-card
fvm-201310,enclosed,1
fvm-201310,payment-form-accepted,cash
fvm-201310,excludes-stop,door-nqncy-hancock
fvm-201310,excludes-stop,door-nqncy-newport
fvm-202126,payment-form-accepted,credit-debit-card
fvm-202126,enclosed,1
fvm-202126,excludes-stop,door-nqncy-squantum
fvm-202127,payment-form-accepted,credit-debit-card
fvm-202127,enclosed,1
fvm-202127,excludes-stop,door-nqncy-squantum
fvm-202128,payment-form-accepted,credit-debit-card
fvm-202128,enclosed,1
fvm-202128,excludes-stop,door-nqncy-hancock
fvm-202128,excludes-stop,door-nqncy-newport
fvm-202129,payment-form-accepted,credit-debit-card
fvm-202129,enclosed,1
fvm-202129,excludes-stop,door-nqncy-hancock
fvm-202129,excludes-stop,door-nqncy-newport
fvm-201042,payment-form-accepted,credit-debit-card
fvm-201042,enclosed,1
fvm-201042,payment-form-accepted,cash
fvm-201042,excludes-stop,door-north-causeways
fvm-201042,excludes-stop,door-north-causewaye
fvm-201042,excludes-stop,door-north-crnashua
fvm-201042,excludes-stop,door-north-crcauseway
fvm-201043,payment-form-accepted,credit-debit-card
fvm-201043,enclosed,1
fvm-201043,payment-form-accepted,cash
fvm-201043,excludes-stop,door-north-causeways
fvm-201043,excludes-stop,door-north-causewaye
fvm-201043,excludes-stop,door-north-crnashua
fvm-201043,excludes-stop,door-north-crcauseway
fvm-201044,payment-form-accepted,credit-debit-card
fvm-201044,enclosed,1
fvm-201044,payment-form-accepted,cash
fvm-201044,excludes-stop,door-north-valenti
fvm-201044,excludes-stop,door-north-crnashua
fvm-201044,excludes-stop,door-north-crcauseway
fvm-201045,payment-form-accepted,credit-debit-card
fvm-201045,enclosed,1
fvm-201045,payment-form-accepted,cash
fvm-201045,excludes-stop,door-north-valenti
fvm-201045,excludes-stop,door-north-crnashua
fvm-201045,excludes-stop,door-north-crcauseway
fvm-201046,payment-form-accepted,credit-debit-card
fvm-201046,enclosed,1
fvm-201046,payment-form-accepted,cash
fvm-201046,excludes-stop,door-north-valenti
fvm-201046,excludes-stop,door-north-crnashua
fvm-201046,excludes-stop,door-north-crcauseway
fvm-201047,payment-form-accepted,credit-debit-card
fvm-201047,enclosed,1
fvm-201047,payment-form-accepted,cash
fvm-201047,excludes-stop,door-north-valenti
fvm-201047,excludes-stop,door-north-crnashua
fvm-201047,excludes-stop,door-north-crcauseway
fvm-201106,payment-form-accepted,credit-debit-card
fvm-201106,enclosed,1
fvm-201106,payment-form-accepted,cash
fvm-201106,excludes-stop,door-north-valenti
fvm-201106,excludes-stop,door-north-crnashua
fvm-201106,excludes-stop,door-north-crcauseway
fvm-201107,payment-form-accepted,credit-debit-card
fvm-201107,enclosed,1
fvm-201107,payment-form-accepted,cash
fvm-201107,excludes-stop,door-north-valenti
fvm-201107,excludes-stop,door-north-crnashua
fvm-201107,excludes-stop,door-north-crcauseway
fvm-201110,payment-form-accepted,credit-debit-card
fvm-201110,enclosed,1
fvm-201110,payment-form-accepted,cash
fvm-201110,excludes-stop,door-north-causeways
fvm-201110,excludes-stop,door-north-valenti
fvm-201110,excludes-stop,door-north-causewaye
fvm-202030,payment-form-accepted,credit-debit-card
fvm-202030,enclosed,1
fvm-202030,excludes-stop,door-north-causeways
fvm-202030,excludes-stop,door-north-causewaye
fvm-202030,excludes-stop,door-north-crnashua
fvm-202030,excludes-stop,door-north-crcauseway
fvm-202031,payment-form-accepted,credit-debit-card
fvm-202031,enclosed,1
fvm-202031,excludes-stop,door-north-valenti
fvm-202031,excludes-stop,door-north-crnashua
fvm-202031,excludes-stop,door-north-crcauseway
fvm-202032,payment-form-accepted,credit-debit-card
fvm-202032,enclosed,1
fvm-202032,excludes-stop,door-north-valenti
fvm-202032,excludes-stop,door-north-crnashua
fvm-202032,excludes-stop,door-north-crcauseway
fvm-202033,payment-form-accepted,credit-debit-card
fvm-202033,enclosed,1
fvm-202033,excludes-stop,door-north-valenti
fvm-202033,excludes-stop,door-north-crnashua
fvm-202033,excludes-stop,door-north-crcauseway
fvm-202036,payment-form-accepted,credit-debit-card
fvm-202036,enclosed,1
fvm-202036,excludes-stop,door-north-valenti
fvm-202036,excludes-stop,door-north-crnashua
fvm-202036,excludes-stop,door-north-crcauseway
fvm-202192,payment-form-accepted,credit-debit-card
fvm-202192,enclosed,1
fvm-202192,excludes-stop,door-north-causeways
fvm-202192,excludes-stop,door-north-valenti
fvm-202192,excludes-stop,door-north-causewaye
fvm-201025,payment-form-accepted,credit-debit-card
fvm-201025,enclosed,1
fvm-201025,payment-form-accepted,cash
fvm-201026,payment-form-accepted,credit-debit-card
fvm-201026,enclosed,1
fvm-201026,payment-form-accepted,cash
fvm-201027,payment-form-accepted,credit-debit-card
fvm-201027,enclosed,1
fvm-201027,payment-form-accepted,cash
fvm-202015,payment-form-accepted,credit-debit-card
fvm-202015,enclosed,1
fvm-202016,payment-form-accepted,credit-debit-card
fvm-202016,enclosed,1
fvm-202017,payment-form-accepted,credit-debit-card
fvm-202017,enclosed,1
fvm-201012,payment-form-accepted,credit-debit-card
fvm-201012,enclosed,1
fvm-201012,payment-form-accepted,cash
fvm-201012,excludes-stop,door-orhte-saratoga
fvm-201013,payment-form-accepted,credit-debit-card
fvm-201013,enclosed,1
fvm-201013,payment-form-accepted,cash
fvm-201013,excludes-stop,door-orhte-saratoga
fvm-201014,payment-form-accepted,credit-debit-card
fvm-201014,enclosed,1
fvm-201014,payment-form-accepted,cash
fvm-201014,excludes-stop,door-orhte-saratoga
fvm-201015,payment-form-accepted,credit-debit-card
fvm-201015,enclosed,1
fvm-201015,payment-form-accepted,cash
fvm-201015,excludes-stop,door-orhte-benning
fvm-202008,payment-form-accepted,credit-debit-card
fvm-202008,enclosed,1
fvm-202008,excludes-stop,door-orhte-saratoga
fvm-201212,payment-form-accepted,credit-debit-card
fvm-201212,enclosed,1
