stop_id,stop_code,stop_name,stop_desc,platform_code,platform_name,stop_lat,stop_lon,zone_id,stop_url,level_id,location_type,parent_station,wheelchair_boarding,stop_address
3202,3202,Elm Ave @ Greene St,,,,42.267620,-71.013882,,,,0,,0,
3203,3203,Elm Ave @ Marlboro St,,,,42.268848,-71.013536,,,,0,,0,
3204,3204,Elm Ave @ Willow St,,,,42.270188,-71.013145,,,,0,,0,
3205,3205,Elm Ave @ Staunton St,,,,42.270860,-71.012981,,,,0,,0,
3206,3206,W Elm Ave @ Gould St,,,,42.271810,-71.013092,,,,0,,1,
3207,3207,W Elm Ave opp Mason St,,,,42.273928,-71.012307,,,,0,,0,
3208,3208,W Elm Ave @ Franklin Ave,,,,42.274328,-71.012131,,,,0,,0,
3209,3209,W Elm Ave @ Billings Rd,,,,42.275514,-71.011667,,,,0,,0,
3210,3210,Billings Rd @ Beach St,,,,42.276116,-71.013813,,,,0,,1,
3211,3211,Billings Rd @ Vassal St,,,,42.276586,-71.015890,,,,0,,1,
3212,3212,Billings Rd @ Apthorp St,,,,42.276986,-71.017683,,,,0,,0,
3213,3213,Billings Rd @ French St,,,,42.276832,-71.019672,,,,0,,0,
3214,3214,Billings Rd @ Faxon Rd,,,,42.276227,-71.020759,,,,0,,0,
3215,3215,Billings Rd opp Tyler St,,,,42.275429,-71.022106,,,,0,,0,
3216,3216,Billings Rd @ Felton St,,,,42.274369,-71.023884,,,,0,,0,
3218,3218,Holmes St opp Moscow St,,,,42.274248,-71.027883,,,,0,,0,
3219,3219,Holmes St @ Billings Rd,,,,42.272996,-71.026403,,,,0,,0,
322,322,Geneva Ave opp Vinson St,,,,42.299071,-71.064001,,,,0,,1,
3221,3221,Billings Rd @ Lunt St,,,,42.274423,-71.023596,,,,0,,0,
3222,3222,Billings Rd @ Tyler St,,,,42.275243,-71.022219,,,,0,,0,
3223,3223,Billings Rd @ Freeman St,,,,42.275654,-71.021532,,,,0,,0,
3224,3224,Billings Rd @ Royal St,,,,42.276463,-71.020136,,,,0,,0,
3225,3225,Billings Rd @ Calumet St,,,,42.276961,-71.018374,,,,0,,1,
3226,3226,Billings Rd @ Vassal St,,,,42.276548,-71.016160,,,,0,,1,
3227,3227,Billings Rd @ Beach St,,,,42.276081,-71.014087,,,,0,,1,
3228,3228,Billings Rd @ W Elm Ave,,,,42.275597,-71.011825,,,,0,,1,
3229,3229,W Elm Ave opp Franklin Ave,,,,42.274528,-71.012177,,,,0,,0,
323,323,Fields Corner,Fields Corner - Busway,,Busway,42.299807,-71.062219,,,level_ground,0,place-fldcr,0,
3230,3230,W Elm Ave @ Mason St,,,,42.274126,-71.012354,,,,0,,0,
3231,3231,W Elm Ave @ Gould St,,,,42.272005,-71.013165,,,,0,,0,
3232,3232,W Elm Ave @ Staunton St,,,,42.271098,-71.013404,,,,0,,0,
3233,3233,Elm Ave @ Willow St,,,,42.270395,-71.013380,,,,0,,0,
3234,3234,Elm Ave @ Marlboro St,,,,42.269052,-71.013731,,,,0,,0,
3235,3235,Elm Ave opp Greene St,,,,42.267835,-71.014098,,,,0,,0,
32358,32358,Park Ave @ Florence Ave,,,,42.419399,-71.181989,,,,0,,0,
3236,3236,Elm Ave @ Hancock St,,,,42.266804,-71.014408,,,,0,,1,
3237,3237,Coddington St @ Washington St,,,,42.251487,-71.002208,,,,0,,0,
3239,3239,Coddington St @ Quincy YMCA,,,,42.253014,-70.999958,,,,0,,0,
3240,3240,55 Sea St,,,,42.256260,-70.996083,,,,0,,0,
3241,3241,Sea St opp Overlook Rd,,,,42.259604,-70.995269,,,,0,,0,
3242,3242,Sea St opp Samoset Ave,,,,42.261229,-70.992973,,,,0,,0,
3243,3243,227 Sea St,,,,42.262037,-70.990156,,,,0,,0,
3244,3244,Sea St @ Barbour Terr,,,,42.262156,-70.988374,,,,0,,0,
3245,3245,405 Sea St,,,,42.262250,-70.984997,,,,0,,0,
3246,3246,455 Sea St,,,,42.261918,-70.982487,,,,0,,0,
3247,3247,Sea St @ Braintree Ave,,,,42.261337,-70.980250,,,,0,,0,
3248,3248,Sea St @ Palmer St,,,,42.260829,-70.978466,,,,0,,0,
3249,3249,565 Sea St,,,,42.260768,-70.977687,,,,0,,0,
325,325,Park St Busway @ Dorchester Ave,,,,42.298249,-71.060935,,,,0,,1,
3250,3250,Sea St @ Lee St,,,,42.262071,-70.973875,,,,0,,0,
3251,3251,Opp 700 Sea St,,,,42.263346,-70.971917,,,,0,,0,
3252,3252,749 Sea St,,,,42.264780,-70.970523,,,,0,,1,
3253,3253,Sea St @ Babcock St,,,,42.266353,-70.968781,,,,0,,0,
3254,3254,Sea St opp Manet Ave,,,,42.266271,-70.967082,,,,0,,0,
32549,32549,Eliot St @ Bennett St,,,,42.372535,-71.121784,,,,0,,1,
3255,3255,Sea St opp Newton St,,,,42.265991,-70.964210,,,,0,,0,
3256,3256,Sea St opp Malvern St,,,,42.265772,-70.961911,,,,0,,0,
3257,3257,Sea St @ Rockland St,,,,42.265630,-70.960342,,,,0,,0,
3258,3258,Sea St @ Darrow St,,,,42.265684,-70.959414,,,,0,,0,
3259,3259,Sea St @ Manet Ave,,,,42.267567,-70.957347,,,,0,,0,
326,326,Dorchester Ave opp Gibson St,,,,42.297293,-71.061082,,,,0,,0,
3260,3260,Sea St @ Wall St,,,,42.268418,-70.954436,,,,0,,0,
3261,3261,Sea St @ Bell St,,,,42.268991,-70.952573,,,,0,,0,
32619,32619,83 Washington St opp Ellis Ave,,,,42.210459,-71.191353,,,,0,,1,
3262,3262,Sea St @ Thomas St,,,,42.269956,-70.951803,,,,0,,0,
32628,32628,Washington St @ Oolah Ave,,,,42.179418,-71.205344,,,,0,,1,
3263,3263,1263 Sea St,,,,42.271000,-70.951532,,,,0,,0,
32638,32638,Washington St @ Weld Ave,,,,42.178108,-71.206010,,,,0,,1,
3265,3265,Sea St @ Fensmere Ave,,,,42.272031,-70.950956,,,,0,,0,
3266,3266,Sea St @ Bay View Ave,,,,42.271576,-70.951541,,,,0,,0,
3267,3267,Sea St @ Winthrop St,,,,42.270403,-70.951784,,,,0,,0,
3268,3268,Sea St opp Macy St,,,,42.269180,-70.952467,,,,0,,0,
32681,32681,Sea St @ Parkhurst St,,,,42.268425,-70.954750,,,,0,,0,
3269,3269,Sea St @ Manet Ave,,,,42.267726,-70.957168,,,,0,,1,
327,327,Dorchester Ave @ Melville Ave,,,,42.296156,-71.061400,,,,0,,0,
3270,3270,Sea St opp Darrow St,,,,42.265817,-70.959206,,,,0,,0,
3271,3271,Sea St @ Winthrop St,,,,42.265720,-70.960097,,,,0,,0,
3272,3272,Sea St @ Malvern St,,,,42.265842,-70.961651,,,,0,,0,
3273,3273,Sea St @ Newton St,,,,42.266062,-70.963951,,,,0,,0,
3274,3274,Sea St @ Manet Ave,,,,42.266341,-70.966823,,,,0,,0,
3276,3276,Sea St opp Peterson Rd,,,,42.265969,-70.969853,,,,0,,0,
32760,32760,748 Sea St,,,,42.264699,-70.970705,,,,0,,0,
3277,3277,700 Sea St,,,,42.263377,-70.972057,,,,0,,0,
3278,3278,Sea St @ Post Island Rd,,,,42.262173,-70.973914,,,,0,,0,
3279,3279,576 Sea St,,,,42.260844,-70.976796,,,,0,,0,
328,328,1621 Dorchester Ave opp Dix St,,,,42.295155,-71.061707,,,,0,,0,
3280,3280,Sea St @ Gannett Rd,,,,42.260931,-70.978531,,,,0,,0,
3281,3281,Sea St @ Albatross Rd,,,,42.261191,-70.979564,,,,0,,0,
32818,32818,1661 Hyde Park Ave,,,,42.241728,-71.130753,,,,0,,0,
3283,3283,410 Sea St,,,,42.262304,-70.984139,,,,0,,0,
32831,32831,Sea St @ Norton Rd,,,,42.262291,-70.985595,,,,0,,0,
3284,3284,Sea St @ Algonquin Rd,,,,42.262293,-70.989019,,,,0,,1,
32840,32840,Main St @ Bunker Hill St,,,,42.383180,-71.071764,,,,0,,1,
3286,3286,Sea St @ Samoset Ave,,,,42.261276,-70.993110,,,,0,,1,
3287,3287,Sea St @ Overlook Rd,,,,42.259807,-70.995242,,,,0,,0,
3288,3288,Sea St @ Cemetery,,,,42.256304,-70.996193,,,,0,,0,
3289,3289,Coddington St @ Southern Artery,,,,42.255322,-70.997021,,,,0,,0,
329,329,Dorchester Ave @ Centre St,,,,42.293744,-71.062127,,,,0,,0,
3290,3290,Coddington St @ Quincy High School,,,,42.253204,-70.999940,,,,0,,0,
32910,32910,McGrath Hwy opp Southern Artery,,,,42.253805,-70.995792,,,,0,,0,
32911,32911,McGrath Hwy opp Brackett St,,,,42.252358,-70.996927,,,,0,,0,
32912,32912,Mcgrath Hwy @ Washington St,,,,42.250443,-70.998324,,,,0,,0,
3292,3292,Palmer St @ Sea St,,,,42.260737,-70.978651,,,,0,,0,
3295,3295,Palmer St @ Oakwood Rd,,,,42.258581,-70.975270,,,,0,,0,
3297,3297,Palmer St @ Chesley Rd,,,,42.258299,-70.973511,,,,0,,2,
3298,3298,Palmer St @ Forbush Ave,,,,42.258002,-70.972187,,,,0,,0,
3299,3299,Palmer St opp Brockton Ave,,,,42.257293,-70.970922,,,,0,,0,
33,33,City Point Bus Terminal,,,,42.338581,-71.031898,,,,0,,1,
330,330,Dorchester Ave @ Cheverus Rd,,,,42.292299,-71.062532,,,,0,,0,
3300,3300,Palmer St opp Roach St,,,,42.256391,-70.969807,,,,0,,0,
3301,3301,Palmer St opp Bowes Ave,,,,42.255458,-70.968562,,,,0,,0,
3302,3302,333 Palmer St,,,,42.254818,-70.966735,,,,0,,0,
3303,3303,375 Palmer St,,,,42.253574,-70.966453,,,,0,,1,
3304,3304,Palmer St @ Taffrail Rd,,,,42.251437,-70.966686,,,,0,,0,
3305,3305,26 Taffrail Rd,,,,42.251137,-70.965313,,,,0,,0,
3306,3306,Taffrail Rd @ Bicknell St,,,,42.251585,-70.964262,,,,0,,0,
3307,3307,Bicknell St @ O'Brien Towers Driveway,,,,42.251163,-70.963228,,,,0,,0,
33076,33076,Gallivan Blvd @ Hallet St,,,,42.283946,-71.046954,,,,0,,0,
33077,33077,Gallivan Blvd @ Woodfield St,,,,42.283300,-71.051656,,,,0,,1,
3308,3308,O'Brien Towers,,,,42.250419,-70.963708,,,,0,,0,
3309,3309,O'Brien Towers Driveway @ Bicknell St,,,,42.251048,-70.963094,,,,0,,2,
331,331,Dorchester Ave opp Shepton St,,,,42.289422,-71.063344,,,,0,,0,
3310,3310,Bicknell St @ Binnacle Lane,,,,42.251677,-70.964106,,,,0,,0,
3311,3311,Bicknell St @ Yardarm Ln,,,,42.252817,-70.965367,,,,0,,0,
3312,3312,Palmer St @ Shed St,,,,42.253545,-70.966295,,,,0,,0,
3313,3313,Palmer St @ Snug Harbor Community School,,,,42.254188,-70.966442,,,,0,,0,
3314,3314,Palmer St @ Bowes Ave,,,,42.255470,-70.968285,,,,0,,0,
3315,3315,Palmer St @ Roach St,,,,42.256324,-70.969556,,,,0,,0,
3316,3316,Palmer St @ Brockton Ave,,,,42.257226,-70.970664,,,,0,,0,
3317,3317,Palmer St @ Empire St,,,,42.257964,-70.971833,,,,0,,0,
3318,3318,Palmer St @ Roanoke St,,,,42.258355,-70.973252,,,,0,,0,
332,332,Dorchester Ave @ Banton St,,,,42.288313,-71.063639,,,,0,,1,
3320,3320,Palmer St opp Oakwood Rd,,,,42.258635,-70.975008,,,,0,,0,
3321,3321,Palmer St opp Wilgus Rd,,,,42.258773,-70.975882,,,,0,,0,
3322,3322,Palmer St opp Utica St,,,,42.259878,-70.978089,,,,0,,0,
3323,3323,Palmer St @ Sea St,,,,42.260827,-70.978562,,,,0,,0,
33241,33241,Granite St @ Hancock St,,,,42.249637,-71.002780,,,,0,,1,
3326,3326,1445 Hancock St,,,,42.248742,-71.002111,,,,0,,1,
3327,3327,Hancock St @ Hancock Court,,,,42.245845,-71.000491,,,,0,,1,
3328,3328,School St opp Gay St,,,,42.244854,-71.001510,,,,0,,0,
3330,3330,Franklin St @ Water St,,,,42.241968,-71.003612,,,,0,,1,
3331,3331,Water St @ Pleasant St,,,,42.240825,-71.005941,,,,0,,0,
3332,3332,Water St @ Lincoln Hancock Community School,,,,42.241582,-71.011504,,,,0,,0,
3333,3333,Water St @ Quincy St,,,,42.240884,-71.008636,,,,0,,0,
3335,3335,Water St @ Gordon ter,,,,42.241934,-71.012967,,,,0,,0,
3336,3336,Copeland St @ Granite St,,,,42.242474,-71.015449,,,,0,,0,
3337,3337,35 Copeland St,,,,42.242613,-71.017187,,,,0,,0,
3338,3338,Copeland St @ Buckley St,,,,42.242812,-71.019401,,,,0,,0,
3339,3339,165 Copeland St,,,,42.243279,-71.022767,,,,0,,0,
334,334,Ashmont,Ashmont - Busway,,Busway,42.284195,-71.063879,,,level_ground,0,place-asmnl,0,
3341,3341,Copeland St @ Furnace Brook Pwky,,,,42.244348,-71.024664,,,,0,,0,
3342,3342,Copeland St @ Cross St,,,,42.244965,-71.026465,,,,0,,1,
3343,3343,Copeland St opp Furnace Ave,,,,42.245294,-71.027722,,,,0,,0,
3344,3344,Copeland St @ Badgers Ln,,,,42.245476,-71.030007,,,,0,,0,
3345,3345,Willard St @ Copeland St,,,,42.245524,-71.031757,,,,0,,1,
3347,3347,Willard St opp California Ave,,,,42.247336,-71.033302,,,,0,,0,
3348,3348,Willard St @ Rogers St,,,,42.249487,-71.035060,,,,0,,0,
3349,3349,Willard St @ Robertson St,,,,42.251507,-71.036493,,,,0,,0,
3350,3350,Robertson St @ Quarry St,,,,42.252155,-71.035971,,,,0,,0,
3351,3351,Robertson St @ Connell St,,,,42.253016,-71.035170,,,,0,,0,
3352,3352,Robertson St opp Ellis St,,,,42.254135,-71.034187,,,,0,,0,
3353,3353,Robertson St @ Kimball St,,,,42.254586,-71.033785,,,,0,,0,
3354,3354,Robertson St @ Adams St,,,,42.255874,-71.032637,,,,0,,0,
3355,3355,Adams St @ Beale St,,,,42.256313,-71.033465,,,,0,,0,
3356,3356,Adams St @ Washington St,,,,42.256932,-71.035450,,,,0,,0,
3358,3358,Adams St @ Granite Pl,,,,42.257506,-71.037376,,,,0,,0,
3359,3359,Adams St @ Church St,,,,42.257950,-71.039279,,,,0,,0,
3360,3360,Granite Ave @ Bassett St,,,,42.259168,-71.041760,,,,0,,1,
3361,3361,Granite Ave @ Wood St,,,,42.260856,-71.042534,,,,0,,0,
33618,33618,Washington St @ Austin St,,,,42.176908,-71.206624,,,,0,,1,
33619,33619,169 Washington St opp Neponset St,,,,42.207808,-71.193323,,,,0,,0,
3362,3362,Granite Ave @ Emerson Rd,,,,42.261598,-71.042902,,,,0,,1,
3363,3363,Granite Ave @ Squantum St,,,,42.263388,-71.043721,,,,0,,0,
33632,33632,Squantum St @ Antwerp St,,,,42.263827,-71.043104,,,,0,,0,
33634,33634,Squantum St @ Amsterdam Ave,,,,42.266631,-71.041687,,,,0,,0,
33635,33635,W Squantum St @ London Ave,,,,42.268555,-71.040388,,,,0,,0,
3364,3364,Opp 197 Granite Ave,,,,42.265007,-71.044485,,,,0,,2,
3365,3365,Granite Ave @ Hope Ave,,,,42.266217,-71.045052,,,,0,,0,
3366,3366,Granite Ave @ Thistle Ave,,,,42.271340,-71.047728,,,,0,,0,
3368,3368,Granite Ave @ Hilltop St,,,,42.278850,-71.054059,,,,0,,1,
3369,3369,Granite Ave @ Milton St,,,,42.280252,-71.054608,,,,0,,0,
33691,33691,Granite Ave @ Gallivan Blvd,,,,42.282482,-71.055536,,,,0,,1,
337,337,Dorchester Ave @ Msgr Lydon Way,,,,42.288000,-71.063600,,,,0,,1,
3370,3370,Gallivan Blvd @ Kenmere Rd,,,,42.282582,-71.056746,,,,0,,1,
3371,3371,Gallivan Blvd @ Frederika St,,,,42.282190,-71.058367,,,,0,,0,
3372,3372,Gallivan Blvd @ Carruth St,,,,42.281784,-71.059796,,,,0,,0,
3373,3373,Gallivan Blvd @ Huron Circle,,,,42.281074,-71.062126,,,,0,,0,
3375,3375,Gallivan Blvd @ Hutchinson St,,,,42.280149,-71.064874,,,,0,,1,
3376,3376,Gallivan Blvd opp Huron Circle,,,,42.280916,-71.062304,,,,0,,0,
33761,33761,Gallivan Blvd opp Carruth St,,,,42.281631,-71.059982,,,,0,,0,
3377,3377,Gallivan Blvd @ Adams St,,,,42.281913,-71.059005,,,,0,,0,
3378,3378,Granite Ave @ Gallivan Blvd,,,,42.282449,-71.055791,,,,0,,0,
3379,3379,Granite Ave @ Milton St,,,,42.280395,-71.054799,,,,0,,0,
338,338,Dorchester Ave @ Shepton St,,,,42.289355,-71.063224,,,,0,,0,
3380,3380,Granite Ave opp Hilltop St,,,,42.278997,-71.054254,,,,0,,0,
3381,3381,Granite Ave opp Courtland Circle,,,,42.272549,-71.048839,,,,0,,0,
3382,3382,Granite Ave opp Thistle Ave,,,,42.271453,-71.047956,,,,0,,0,
3384,3384,Granite Ave opp Hope Ave,,,,42.266357,-71.045251,,,,0,,2,
3385,3385,197 Granite Ave,,,,42.264975,-71.044603,,,,0,,0,
3386,3386,Granite Ave @ Squantum St,,,,42.263298,-71.043814,,,,0,,0,
3387,3387,Granite Ave opp Emerson Rd,,,,42.261736,-71.043101,,,,0,,0,
3388,3388,Granite Ave opp Wood St,,,,42.261084,-71.042780,,,,0,,0,
3389,3389,Adams St @ Hollis St,,,,42.258688,-71.042668,,,,0,,0,
339,339,Dorchester Ave @ King St,,,,42.291937,-71.062505,,,,0,,0,
3391,3391,Adams St @ Mechanic St,,,,42.257936,-71.039704,,,,0,,0,
3392,3392,Adams St @ Foster Ln,,,,42.257513,-71.037727,,,,0,,0,
3393,3393,Adams St @ Pilgrim Rd,,,,42.256907,-71.035688,,,,0,,0,
3394,3394,Adams St @ Stedman St,,,,42.256303,-71.033739,,,,0,,0,
3395,3395,Robertson St @ Adams St,,,,42.255874,-71.032785,,,,0,,0,
3396,3396,Robertson St opp Kimball St,,,,42.254789,-71.033754,,,,0,,0,
3397,3397,77 Robertson St,,,,42.254135,-71.034335,,,,0,,0,
3398,3398,Robertson St @ Ballou St,,,,42.252987,-71.035344,,,,0,,0,
3399,3399,Robertson St @ Quarry St,,,,42.252358,-71.035932,,,,0,,0,
34,34,P St @ E 2nd St,,,,42.337528,-71.027304,,,,0,,0,
340,340,Dorchester Ave @ Centre St,,,,42.293551,-71.062050,,,,0,,0,
3400,3400,Willard St @ Robertson St,,,,42.251405,-71.036552,,,,0,,0,
3401,3401,Willard St opp Rogers St,,,,42.249608,-71.035280,,,,0,,0,
3402,3402,Willard St @ California Ave,,,,42.247442,-71.033538,,,,0,,0,
34021,34021,Willard St @ Bates Ave,,,,42.246450,-71.032700,,,,0,,1,
3403,3403,307 Willard St,,,,42.245431,-71.031821,,,,0,,1,
3404,3404,Copeland St opp Badgers Ln,,,,42.245373,-71.030248,,,,0,,0,
3405,3405,Copeland St @ Furnace Ave,,,,42.245243,-71.027985,,,,0,,0,
3406,3406,Copeland St @ Cross St,,,,42.244947,-71.026739,,,,0,,0,
3407,3407,Copeland St @ Furnace Brook Pkwy,,,,42.244347,-71.024941,,,,0,,0,
3408,3408,Copeland St @ Centre St,,,,42.243258,-71.023020,,,,0,,0,
341,341,Dorchester Ave @ Dix St,,,,42.294957,-71.061634,,,,0,,0,
3410,3410,Copeland St opp Buckley St,,,,42.242739,-71.019661,,,,0,,0,
3411,3411,38 Copeland St,,,,42.242543,-71.017446,,,,0,,0,
3412,3412,Copeland St @ Granite St,,,,42.242378,-71.015376,,,,0,,0,
3413,3413,Water St @ Roberts St,,,,42.241950,-71.013466,,,,0,,0,
3415,3415,315 Water St,,,,42.241494,-71.011541,,,,0,,0,
3416,3416,Water St @ Quincy St,,,,42.240852,-71.008902,,,,0,,1,
3417,3417,Water St @ Liberty St,,,,42.240659,-71.006097,,,,0,,0,
3418,3418,Franklin St @ Water St,,,,42.242025,-71.003462,,,,0,,0,
342,342,Dorchester Ave @ Parkman St,,,,42.296030,-71.061336,,,,0,,0,
3420,3420,School St @ Phipps St,,,,42.244190,-71.002731,,,,0,,0,
3422,3422,Hancock St @ Walter J Hannon Pkwy,,,,42.246703,-71.000757,,,,0,,1,
3423,3423,Hancock St @ Cottage Ave,,,,42.248397,-71.001703,,,,0,,1,
3425,3425,Coddington St @ Southern Artery,,,,42.255316,-70.996877,,,,0,,0,
3426,3426,McGrath Hwy @ Brackett St,,,,42.252155,-70.996936,,,,0,,0,
343,343,Dorchester Ave @ Gibson St,,,,42.297101,-71.061006,,,,0,,0,
345,345,Dorchester Ave opp Charles St,,,,42.300648,-71.059987,,,,0,,1,
3455,3455,Beale St @ Farrington St,,,,42.264134,-71.021471,,,,0,,0,
34579,34579,Ames St @ Main St,,,,42.363061,-71.088174,,,,0,,0,
3458,3458,Beale St @ N Central Ave,,,,42.261898,-71.024802,,,,0,,0,
34589,34589,Tappan St @ Greenough St,,,,42.332287,-71.129178,,,,0,,1,
346,346,Dorchester Ave @ Adams St,,,,42.301415,-71.059788,,,,0,,1,
3460,3460,Beale St @ Pine St,,,,42.260749,-71.027792,,,,0,,0,
3461,3461,385 Beale St opp Summit Ave,,,,42.259713,-71.030622,,,,0,,0,
34618,34618,Washington St @ Concord Ave,,,,42.175628,-71.207265,,,,0,,1,
34619,34619,Washington St opp Hill St,,,,42.205067,-71.195418,,,,0,,2,
3462,3462,Beale St @ Rockwell Ave,,,,42.258678,-71.031896,,,,0,,0,
3463,3463,Adams St opp Brook Rd,,,,42.259400,-71.044501,,,,0,,1,
3464,3464,Adams St @ Libby Rd,,,,42.260166,-71.046313,,,,0,,0,
3465,3465,Adams St @ Squantum St,,,,42.260347,-71.047560,,,,0,,0,
3466,3466,Adams St @ Cary Ave,,,,42.260354,-71.050333,,,,0,,0,
3467,3467,352 Adams St,,,,42.260636,-71.054465,,,,0,,0,
3468,3468,320 Adams St,,,,42.260879,-71.056306,,,,0,,0,
3469,3469,Adams St @ Fontbonne Academy,,,,42.262037,-71.059612,,,,0,,0,
347,347,Dorchester Ave @ Kimball St,,,,42.304141,-71.059131,,,,0,,1,
3470,3470,Adams St @ Forbes Rd,,,,42.262584,-71.061308,,,,0,,0,
3471,3471,224 Adams St opp Churchills Ln,,,,42.264556,-71.063972,,,,0,,0,
3472,3472,Opp 191 Adams St,,,,42.266059,-71.065939,,,,0,,0,
3473,3473,Adams St opp Canton Ave,,,,42.268770,-71.067254,,,,0,,1,
3474,3474,Adams St @ Eliot St,,,,42.270539,-71.067889,,,,0,,1,
3476,3476,Beale St @ Arlington St,,,,42.264971,-71.020386,,,,0,,1,
3477,3477,Adams St @ Eliot St,,,,42.270445,-71.068002,,,,0,,1,
3478,3478,Adams St @ Canton Ave,,,,42.268924,-71.067430,,,,0,,1,
3479,3479,191 Adams St,,,,42.265999,-71.066035,,,,0,,0,
348,348,Dorchester Ave @ Linden St,,,,42.305898,-71.058749,,,,0,,1,
3480,3480,Adams St @ Churchills Ln,,,,42.264653,-71.064212,,,,0,,2,
3481,3481,Adams St @ Dudley Lane,,,,42.262327,-71.061006,,,,0,,2,
3482,3482,Adams St @ Fontbonne Academy,,,,42.261943,-71.059658,,,,0,,2,
3483,3483,321 Adams St,,,,42.260786,-71.056322,,,,0,,0,
3484,3484,349 Adams St,,,,42.260543,-71.054487,,,,0,,2,
3485,3485,Adams St @ Centre St,,,,42.260235,-71.050876,,,,0,,0,
3486,3486,Adams St @ Rowe St,,,,42.260196,-71.047770,,,,0,,0,
3487,3487,Adams St @ Governors Rd,,,,42.260013,-71.046357,,,,0,,0,
34879,34879,Springs Rd @ Bldg 70,,,,42.500233,-71.272622,,,,0,,0,
3488,3488,Adams St @ Babcock St,,,,42.259183,-71.044202,,,,0,,0,
3489,3489,Beale St @ Forbes Hill Rd,,,,42.258932,-71.031551,,,,0,,0,
349,349,Dorchester Ave @ Hoyt St,,,,42.308242,-71.058222,,,,0,,1,
3490,3490,Beale St @ Summit Ave,,,,42.259540,-71.030774,,,,0,,0,
3491,3491,Beale St @ Pine St,,,,42.260588,-71.027955,,,,0,,0,
3493,3493,Beale St @ S Central Ave,,,,42.261731,-71.024958,,,,0,,0,
3495,3495,Beale St opp Safford St,,,,42.263462,-71.022145,,,,0,,0,
35,35,P St @ E Broadway,,,,42.335837,-71.027246,,,,0,,0,
350,350,Dorchester Ave @ Dewar St,,,,42.310088,-71.057799,,,,0,,0,
351,351,Dorchester Ave @ Savin Hill Ave,,,,42.312997,-71.057141,,,,0,,0,
3513,3513,Boston Ave @ High St,,,,42.421061,-71.136955,,,,0,,1,
3515,3515,Washington St @ Foster St,,,,42.250719,-71.000181,,,,0,,0,
3516,3516,Washington St @ McGrath Hwy,,,,42.250266,-70.998546,,,,0,,1,
3517,3517,Washington St @ Elm St,,,,42.249859,-70.997113,,,,0,,0,
3518,3518,Washington St @ Edwards St,,,,42.249956,-70.995926,,,,0,,0,
352,352,Dorchester Ave @ Belfort St,,,,42.315311,-71.056616,,,,0,,0,
3520,3520,Washington St @ Fowler St,,,,42.249568,-70.992055,,,,0,,0,
35201,35201,Old Colony Ave @ McDonough Way,,,,42.328495,-71.052689,,,,0,,1,
35202,35202,Preble St @ Dorchester Ave,,,,42.329520,-71.056826,,,,0,,1,
3521,3521,Washington St @ Lowe St,,,,42.249300,-70.990435,,,,0,,0,
3522,3522,Washington St @ Glenwood Way,,,,42.249055,-70.988986,,,,0,,0,
3523,3523,Washington St @ Massachusetts Ave,,,,42.249043,-70.987718,,,,0,,0,
35236,35236,Washington St @ School St,,,,42.314494,-71.099496,,,,0,,1,
3524,3524,Washington St @ Arnold St,,,,42.248673,-70.985125,,,,0,,1,
3525,3525,Washington St @ Ring Ave,,,,42.248353,-70.983673,,,,0,,0,
3526,3526,Washington St @ Beacon St,,,,42.247846,-70.981808,,,,0,,0,
3527,3527,Washington St @ Broadway,,,,42.247385,-70.980128,,,,0,,0,
3528,3528,Washington St @ Chubbuck St,,,,42.246877,-70.978189,,,,0,,1,
3529,3529,Washington St @ Cleverly Ct,,,,42.246413,-70.976365,,,,0,,1,
35291,35291,South St @ Cleverly Ct,,,,42.243267,-70.976791,,,,0,,0,
353,353,Dorchester Ave @ Romsey St,,,,42.316216,-71.056606,,,,0,,0,
3530,3530,Washington St @ South St,,,,42.245977,-70.974626,,,,0,,0,
35301,35301,Washington St @ Fore River Bridge,,,,42.245163,-70.972183,,,,0,,2,
3531,3531,Bridge St @ Monatiquot St,,,,42.243066,-70.962340,,,,0,,0,
3532,3532,Bridge St @ Bluff Rd,,,,42.242566,-70.960438,,,,0,,1,
3533,3533,Bridge St @ Evans St,,,,42.242526,-70.959567,,,,0,,0,
3534,3534,Bridge St @ Sherwood Rd,,,,42.242532,-70.957288,,,,0,,0,
3535,3535,Bridge St opp Birchbrow Ave,,,,42.242602,-70.955925,,,,0,,1,
3536,3536,Bridge St @ Princeton Ave,,,,42.242676,-70.954621,,,,0,,1,
3537,3537,309 Bridge St,,,,42.242762,-70.953050,,,,0,,0,
3538,3538,Bridge St @ Fairlawn Ave,,,,42.242800,-70.952388,,,,0,,1,
3539,3539,Bridge St @ Standish St,,,,42.242902,-70.950907,,,,0,,1,
354,354,Dorchester Ave @ Crescent Ave,,,,42.318751,-71.056646,,,,0,,1,
3541,3541,Bridge St opp Blackstone Rd,,,,42.243572,-70.946418,,,,0,,0,
3542,3542,Bridge St @ North St,,,,42.243810,-70.943897,,,,0,,0,
3543,3543,Bridge St opp Lovell St,,,,42.243948,-70.942311,,,,0,,0,
3544,3544,Bridge St @ Green St,,,,42.244321,-70.940195,,,,0,,0,
3545,3545,Bridge St @ Riverway Plaza,,,,42.246814,-70.931616,,,,0,,0,
3547,3547,Lincoln St @ Beal St,,,,42.247765,-70.927334,,,,0,,0,
3548,3548,Lincoln St @ Lincoln Plaza,,,,42.248136,-70.925221,,,,0,,0,
